,0
8092, 97  
8093,16940
8094, 19  
8095,56
8096,  
8097,4
8098,Assam
8099,15545
8100, 1603  
8101,218958
8102, 619  
8103,1186
8104, 14  
8105,5
8106,Bihar
8107,81961
8108, 5541  
8109,306753
8110, 6741  
8111,2087
8112, 77  
8113,6
8114,Chandigarh
8115,4902
8116, 280  
8117,32608
8118, 428  
8119,433
8120, 3  
8121,7
8122,Chhattisgarh
8123,122963
8124, 516  
8125,509622
8126, 17029  
8127,7111
8128, 218  
8129,8
8130,Dadra and Nagar Haveli and Daman and Diu
8131,1904
8132, 119  
8133,4471
8134, 118  
8135,4
8136,  
8137,9
8138,Delhi
8139,93080
8140, 1051  
8141,897804
8142, 22695  
8143,13898
8144, 357  
8145,10
8146,Goa
8147,12078
8148, 1038  
8149,62113
8150, 485  
8151,993
8152, 17  
8153,11
8154,Gujarat
8155,107594
8156, 7466  
8157,367972
8158, 6479  
8159,6171
8160, 152  
8161,12
8162,Haryana
8163,69384
8164, 5327  
8165,340247
8166, 5104  
8167,3703
8168, 60  
8169,13
8170,Himachal Pradesh
8171,13411
8172, 1165  
8173,71423
8174, 884  
8175,1304
8176, 24  
8177,14
8178,Jammu and Kashmir
8179,18064
8180, 1071  
8181,138184
8182, 944  
8183,2126
8184, 15  
8185,15
8186,Jharkhand
8187,45592
8188, 2177  
8189,148364
8190, 2865  
8191,1888
8192, 110  
8193,16
8194,Karnataka
8195,234502
8196, 20172  
8197,1055612
8198, 9058  
8199,14283
8200, 208  
8201,17
8202,Kerala
8203,198904
8204, 19593  
8205,1173202
8206, 7067  
8207,5080
8208, 25  
8209,18
8210,Ladakh
8211,1972
8212, 62  
8213,11129
8214, 209  
8215,136
8216, 1  
8217,19
8218,Lakshadweep
8219,1044
8220, 124  
8221,917
8222, 33  
8223,1
8224,  
8225,20
8226,Madhya Pradesh
8227,89363
8228, 1723  
8229,391299
8230, 11091  
8231,5041
8232, 104  
8233,21
8234,Maharashtra
8235,696298
8236, 2666  
8237,3468610
8238, 63818  
8239,63928
8240, 676  
8241,22
8242,Manipur
8243,705
8244, 115  
8245,29193
8246, 13  
8247,383
8248, 2  
8249,23
8250,Meghalaya
8251,1244
8252, 6  
8253,14384
8254, 148  
8255,158
8256, 1  
8257,24
8258,Mizoram
8259,712
8260, 68  
8261,4663
8262, 36  
8263,13
8264, 1  
8265,25
8266,Nagaland
8267,558
8268, 101  
8269,12350
8270, 12  
8271,95
8272, 1  
8273,26
8274,Odisha
8275,39893
8276, 3175  
8277,359467
8278, 3464  
8279,1981
8280, 8  
8281,27
8282,Puducherry
8283,6767
8284, 437  
8285,44767
8286, 453  
8287,737
8288, 9  
8289,28
8290,Punjab
8291,46565
8292, 2622  
8293,277189
8294, 2949  
8295,8356
8296, 92  
8297,29
8298,Rajasthan
8299,127616
8300, 10322  
8301,367485
8302, 4959  
8303,3527
8304, 74  
8305,30
8306,Sikkim
8307,798
8308, 105  
8309,6223
8310, 16  
8311,137
8312,  
8313,31
8314,Tamil Nadu
8315,100668
8316, 5620  
8317,952186
8318, 9142  
8319,13475
8320, 80  
8321,32
8322,Telengana
8323,62929
8324, 4781  
8325,330304
8326, 3307  
8327,1999
8328, 38  
8329,33
8330,Tripura
8331,727
8332, 82  
8333,33408
8334, 18  
8335,394
8336,  
8337,34
8338,Uttarakhand
8339,33330
8340, 3381  
8341,112001
8342, 1622  
8343,2102
8344, 81  
8345,35
8346,Uttar Pradesh
8347,288144
8348, 14491  
8349,752211
8350, 23231  
8351,10959
8352, 222  
8353,36
8354,West Bengal
8355,81375
8356, 6638  
8357,635802
8358, 7584  
8359,10884
8360, 59  
8361,Total#
8362, 2682751
8363, 129811  
8364,14085110
8365,  217113  
8366,192311
8367, 2767 
8368,*(Including foreign Nationals)
8369,**( more than 70% cases due to comorbidities )
8370,#States wise distribution is subject to further verification and reconciliation
8371,#Our figures are being reconciled with ICMR
8372,1
8373,Andaman and Nicobar Islands
8374,138
8375, 8  
8376,5410
8377, 52  
8378,66
8379, 1  
8380,2
8381,Andhra Pradesh
8382,81471
8383, 7240  
8384,931839
8385, 4421  
8386,7616
8387, 37  
8388,3
8389,Arunachal Pradesh
8390,550
8391, 97  
8392,16940
8393, 19  
8394,56
8395,  
8396,4
8397,Assam
8398,15545
8399, 1603  
8400,218958
8401, 619  
8402,1186
8403, 14  
8404,5
8405,Bihar
8406,81961
8407, 5541  
8408,306753
8409, 6741  
8410,2087
8411, 77  
8412,6
8413,Chandigarh
8414,4902
8415, 280  
8416,32608
8417, 428  
8418,433
8419, 3  
8420,7
8421,Chhattisgarh
8422,122963
8423, 516  
8424,509622
8425, 17029  
8426,7111
8427, 218  
8428,8
8429,Dadra and Nagar Haveli and Daman and Diu
8430,1904
8431, 119  
8432,4471
8433, 118  
8434,4
8435,  
8436,9
8437,Delhi
8438,93080
8439, 1051  
8440,897804
8441, 22695  
8442,13898
8443, 357  
8444,10
8445,Goa
8446,12078
8447, 1038  
8448,62113
8449, 485  
8450,993
8451, 17  
8452,11
8453,Gujarat
8454,107594
8455, 7466  
8456,367972
8457, 6479  
8458,6171
8459, 152  
8460,12
8461,Haryana
8462,69384
8463, 5327  
8464,340247
8465, 5104  
8466,3703
8467, 60  
8468,13
8469,Himachal Pradesh
8470,13411
8471, 1165  
8472,71423
8473, 884  
8474,1304
8475, 24  
8476,14
8477,Jammu and Kashmir
8478,18064
8479, 1071  
8480,138184
8481, 944  
8482,2126
8483, 15  
8484,15
8485,Jharkhand
8486,45592
8487, 2177  
8488,148364
8489, 2865  
8490,1888
8491, 110  
8492,16
8493,Karnataka
8494,234502
8495, 20172  
8496,1055612
8497, 9058  
8498,14283
8499, 208  
8500,17
8501,Kerala
8502,198904
8503, 19593  
8504,1173202
8505, 7067  
8506,5080
8507, 25  
8508,18
8509,Ladakh
8510,1972
8511, 62  
8512,11129
8513, 209  
8514,136
8515, 1  
8516,19
8517,Lakshadweep
8518,1044
8519, 124  
8520,917
8521, 33  
8522,1
8523,  
8524,20
8525,Madhya Pradesh
8526,89363
8527, 1723  
8528,391299
8529, 11091  
8530,5041
8531, 104  
8532,21
8533,Maharashtra
8534,696298
8535, 2666  
8536,3468610
8537, 63818  
8538,63928
8539, 676  
8540,22
8541,Manipur
8542,705
8543, 115  
8544,29193
8545, 13  
8546,383
8547, 2  
8548,23
8549,Meghalaya
8550,1244
8551, 6  
8552,14384
8553, 148  
8554,158
8555, 1  
8556,24
8557,Mizoram
8558,712
8559, 68  
8560,4663
8561, 36  
8562,13
8563, 1  
8564,25
8565,Nagaland
8566,558
8567, 101  
8568,12350
8569, 12  
8570,95
8571, 1  
8572,26
8573,Odisha
8574,39893
8575, 3175  
8576,359467
8577, 3464  
8578,1981
8579, 8  
8580,27
8581,Puducherry
8582,6767
8583, 437  
8584,44767
8585, 453  
8586,737
8587, 9  
8588,28
8589,Punjab
8590,46565
8591, 2622  
8592,277189
8593, 2949  
8594,8356
8595, 92  
8596,29
8597,Rajasthan
8598,127616
8599, 10322  
8600,367485
8601, 4959  
8602,3527
8603, 74  
8604,30
8605,Sikkim
8606,798
8607, 105  
8608,6223
8609, 16  
8610,137
8611,  
8612,31
8613,Tamil Nadu
8614,100668
8615, 5620  
8616,952186
8617, 9142  
8618,13475
8619, 80  
8620,32
8621,Telengana
8622,62929
8623, 4781  
8624,330304
8625, 3307  
8626,1999
8627, 38  
8628,33
8629,Tripura
8630,727
8631, 82  
8632,33408
8633, 18  
8634,394
8635,  
8636,34
8637,Uttarakhand
8638,33330
8639, 3381  
8640,112001
8641, 1622  
8642,2102
8643, 81  
8644,35
8645,Uttar Pradesh
8646,288144
8647, 14491  
8648,752211
8649, 23231  
8650,10959
8651, 222  
8652,36
8653,West Bengal
8654,81375
8655, 6638  
8656,635802
8657, 7584  
8658,10884
8659, 59  
8660,Total#
8661, 2682751
8662, 129811  
8663,14085110
8664,  217113  
8665,192311
8666, 2767 
8667,*(Including foreign Nationals)
8668,**( more than 70% cases due to comorbidities )
8669,#States wise distribution is subject to further verification and reconciliation
8670,#Our figures are being reconciled with ICMR
8671,1
8672,Andaman and Nicobar Islands
8673,138
8674, 8  
8675,5410
8676, 52  
8677,66
8678, 1  
8679,2
8680,Andhra Pradesh
8681,81471
8682, 7240  
8683,931839
8684, 4421  
8685,7616
8686, 37  
8687,3
8688,Arunachal Pradesh
8689,550
8690, 97  
8691,16940
8692, 19  
8693,56
8694,  
8695,4
8696,Assam
8697,15545
8698, 1603  
8699,218958
8700, 619  
8701,1186
8702, 14  
8703,5
8704,Bihar
8705,81961
8706, 5541  
8707,306753
8708, 6741  
8709,2087
8710, 77  
8711,6
8712,Chandigarh
8713,4902
8714, 280  
8715,32608
8716, 428  
8717,433
8718, 3  
8719,7
8720,Chhattisgarh
8721,122963
8722, 516  
8723,509622
8724, 17029  
8725,7111
8726, 218  
8727,8
8728,Dadra and Nagar Haveli and Daman and Diu
8729,1904
8730, 119  
8731,4471
8732, 118  
8733,4
8734,  
8735,9
8736,Delhi
8737,93080
8738, 1051  
8739,897804
8740, 22695  
8741,13898
8742, 357  
8743,10
8744,Goa
8745,12078
8746, 1038  
8747,62113
8748, 485  
8749,993
8750, 17  
8751,11
8752,Gujarat
8753,107594
8754, 7466  
8755,367972
8756, 6479  
8757,6171
8758, 152  
8759,12
8760,Haryana
8761,69384
8762, 5327  
8763,340247
8764, 5104  
8765,3703
8766, 60  
8767,13
8768,Himachal Pradesh
8769,13411
8770, 1165  
8771,71423
8772, 884  
8773,1304
8774, 24  
8775,14
8776,Jammu and Kashmir
8777,18064
8778, 1071  
8779,138184
8780, 944  
8781,2126
8782, 15  
8783,15
8784,Jharkhand
8785,45592
8786, 2177  
8787,148364
8788, 2865  
8789,1888
8790, 110  
8791,16
8792,Karnataka
8793,234502
8794, 20172  
8795,1055612
8796, 9058  
8797,14283
8798, 208  
8799,17
8800,Kerala
8801,198904
8802, 19593  
8803,1173202
8804, 7067  
8805,5080
8806, 25  
8807,18
8808,Ladakh
8809,1972
8810, 62  
8811,11129
8812, 209  
8813,136
8814, 1  
8815,19
8816,Lakshadweep
8817,1044
8818, 124  
8819,917
8820, 33  
8821,1
8822,  
8823,20
8824,Madhya Pradesh
8825,89363
8826, 1723  
8827,391299
8828, 11091  
8829,5041
8830, 104  
8831,21
8832,Maharashtra
8833,696298
8834, 2666  
8835,3468610
8836, 63818  
8837,63928
8838, 676  
8839,22
8840,Manipur
8841,705
8842, 115  
8843,29193
8844, 13  
8845,383
8846, 2  
8847,23
8848,Meghalaya
8849,1244
8850, 6  
8851,14384
8852, 148  
8853,158
8854, 1  
8855,24
8856,Mizoram
8857,712
8858, 68  
8859,4663
8860, 36  
8861,13
8862, 1  
8863,25
8864,Nagaland
8865,558
8866, 101  
8867,12350
8868, 12  
8869,95
8870, 1  
8871,26
8872,Odisha
8873,39893
8874, 3175  
8875,359467
8876, 3464  
8877,1981
8878, 8  
8879,27
8880,Puducherry
8881,6767
8882, 437  
8883,44767
8884, 453  
8885,737
8886, 9  
8887,28
8888,Punjab
8889,46565
8890, 2622  
8891,277189
8892, 2949  
8893,8356
8894, 92  
8895,29
8896,Rajasthan
8897,127616
8898, 10322  
8899,367485
8900, 4959  
8901,3527
8902, 74  
8903,30
8904,Sikkim
8905,798
8906, 105  
8907,6223
8908, 16  
8909,137
8910,  
8911,31
8912,Tamil Nadu
8913,100668
8914, 5620  
8915,952186
8916, 9142  
8917,13475
8918, 80  
8919,32
8920,Telengana
8921,62929
8922, 4781  
8923,330304
8924, 3307  
8925,1999
8926, 38  
8927,33
8928,Tripura
8929,727
8930, 82  
8931,33408
8932, 18  
8933,394
8934,  
8935,34
8936,Uttarakhand
8937,33330
8938, 3381  
8939,112001
8940, 1622  
8941,2102
8942, 81  
8943,35
8944,Uttar Pradesh
8945,288144
8946, 14491  
8947,752211
8948, 23231  
8949,10959
8950, 222  
8951,36
8952,West Bengal
8953,81375
8954, 6638  
8955,635802
8956, 7584  
8957,10884
8958, 59  
8959,Total#
8960, 2682751
8961, 129811  
8962,14085110
8963,  217113  
8964,192311
8965, 2767 
8966,*(Including foreign Nationals)
8967,**( more than 70% cases due to comorbidities )
8968,#States wise distribution is subject to further verification and reconciliation
8969,#Our figures are being reconciled with ICMR
8970,1
8971,Andaman and Nicobar Islands
8972,138
8973, 8  
8974,5410
8975, 52  
8976,66
8977, 1  
8978,2
8979,Andhra Pradesh
8980,81471
8981, 7240  
8982,931839
8983, 4421  
8984,7616
8985, 37  
8986,3
8987,Arunachal Pradesh
8988,550
8989, 97  
8990,16940
8991, 19  
8992,56
8993,  
8994,4
8995,Assam
8996,15545
8997, 1603  
8998,218958
8999, 619  
9000,1186
9001, 14  
9002,5
9003,Bihar
9004,81961
9005, 5541  
9006,306753
9007, 6741  
9008,2087
9009, 77  
9010,6
9011,Chandigarh
9012,4902
9013, 280  
9014,32608
9015, 428  
9016,433
9017, 3  
9018,7
9019,Chhattisgarh
9020,122963
9021, 516  
9022,509622
9023, 17029  
9024,7111
9025, 218  
9026,8
9027,Dadra and Nagar Haveli and Daman and Diu
9028,1904
9029, 119  
9030,4471
9031, 118  
9032,4
9033,  
9034,9
9035,Delhi
9036,93080
9037, 1051  
9038,897804
9039, 22695  
9040,13898
9041, 357  
9042,10
9043,Goa
9044,12078
9045, 1038  
9046,62113
9047, 485  
9048,993
9049, 17  
9050,11
9051,Gujarat
9052,107594
9053, 7466  
9054,367972
9055, 6479  
9056,6171
9057, 152  
9058,12
9059,Haryana
9060,69384
9061, 5327  
9062,340247
9063, 5104  
9064,3703
9065, 60  
9066,13
9067,Himachal Pradesh
9068,13411
9069, 1165  
9070,71423
9071, 884  
9072,1304
9073, 24  
9074,14
9075,Jammu and Kashmir
9076,18064
9077, 1071  
9078,138184
9079, 944  
9080,2126
9081, 15  
9082,15
9083,Jharkhand
9084,45592
9085, 2177  
9086,148364
9087, 2865  
9088,1888
9089, 110  
9090,16
9091,Karnataka
9092,234502
9093, 20172  
9094,1055612
9095, 9058  
9096,14283
9097, 208  
9098,17
9099,Kerala
9100,198904
9101, 19593  
9102,1173202
9103, 7067  
9104,5080
9105, 25  
9106,18
9107,Ladakh
9108,1972
9109, 62  
9110,11129
9111, 209  
9112,136
9113, 1  
9114,19
9115,Lakshadweep
9116,1044
9117, 124  
9118,917
9119, 33  
9120,1
9121,  
9122,20
9123,Madhya Pradesh
9124,89363
9125, 1723  
9126,391299
9127, 11091  
9128,5041
9129, 104  
9130,21
9131,Maharashtra
9132,696298
9133, 2666  
9134,3468610
9135, 63818  
9136,63928
9137, 676  
9138,22
9139,Manipur
9140,705
9141, 115  
9142,29193
9143, 13  
9144,383
9145, 2  
9146,23
9147,Meghalaya
9148,1244
9149, 6  
9150,14384
9151, 148  
9152,158
9153, 1  
9154,24
9155,Mizoram
9156,712
9157, 68  
9158,4663
9159, 36  
9160,13
9161, 1  
9162,25
9163,Nagaland
9164,558
9165, 101  
9166,12350
9167, 12  
9168,95
9169, 1  
9170,26
9171,Odisha
9172,39893
9173, 3175  
9174,359467
9175, 3464  
9176,1981
9177, 8  
9178,27
9179,Puducherry
9180,6767
9181, 437  
9182,44767
9183, 453  
9184,737
9185, 9  
9186,28
9187,Punjab
9188,46565
9189, 2622  
9190,277189
9191, 2949  
9192,8356
9193, 92  
9194,29
9195,Rajasthan
9196,127616
9197, 10322  
9198,367485
9199, 4959  
9200,3527
9201, 74  
9202,30
9203,Sikkim
9204,798
9205, 105  
9206,6223
9207, 16  
9208,137
9209,  
9210,31
9211,Tamil Nadu
9212,100668
9213, 5620  
9214,952186
9215, 9142  
9216,13475
9217, 80  
9218,32
9219,Telengana
9220,62929
9221, 4781  
9222,330304
9223, 3307  
9224,1999
9225, 38  
9226,33
9227,Tripura
9228,727
9229, 82  
9230,33408
9231, 18  
9232,394
9233,  
9234,34
9235,Uttarakhand
9236,33330
9237, 3381  
9238,112001
9239, 1622  
9240,2102
9241, 81  
9242,35
9243,Uttar Pradesh
9244,288144
9245, 14491  
9246,752211
9247, 23231  
9248,10959
9249, 222  
9250,36
9251,West Bengal
9252,81375
9253, 6638  
9254,635802
9255, 7584  
9256,10884
9257, 59  
9258,Total#
9259, 2682751
9260, 129811  
9261,14085110
9262,  217113  
9263,192311
9264, 2767 
9265,*(Including foreign Nationals)
9266,**( more than 70% cases due to comorbidities )
9267,#States wise distribution is subject to further verification and reconciliation
9268,#Our figures are being reconciled with ICMR
9269,1
9270,Andaman and Nicobar Islands
9271,138
9272, 8  
9273,5410
9274, 52  
9275,66
9276, 1  
9277,2
9278,Andhra Pradesh
9279,81471
9280, 7240  
9281,931839
9282, 4421  
9283,7616
9284, 37  
9285,3
9286,Arunachal Pradesh
9287,550
9288, 97  
9289,16940
9290, 19  
9291,56
9292,  
9293,4
9294,Assam
9295,15545
9296, 1603  
9297,218958
9298, 619  
9299,1186
9300, 14  
9301,5
9302,Bihar
9303,81961
9304, 5541  
9305,306753
9306, 6741  
9307,2087
9308, 77  
9309,6
9310,Chandigarh
9311,4902
9312, 280  
9313,32608
9314, 428  
9315,433
9316, 3  
9317,7
9318,Chhattisgarh
9319,122963
9320, 516  
9321,509622
9322, 17029  
9323,7111
9324, 218  
9325,8
9326,Dadra and Nagar Haveli and Daman and Diu
9327,1904
9328, 119  
9329,4471
9330, 118  
9331,4
9332,  
9333,9
9334,Delhi
9335,93080
9336, 1051  
9337,897804
9338, 22695  
9339,13898
9340, 357  
9341,10
9342,Goa
9343,12078
9344, 1038  
9345,62113
9346, 485  
9347,993
9348, 17  
9349,11
9350,Gujarat
9351,107594
9352, 7466  
9353,367972
9354, 6479  
9355,6171
9356, 152  
9357,12
9358,Haryana
9359,69384
9360, 5327  
9361,340247
9362, 5104  
9363,3703
9364, 60  
9365,13
9366,Himachal Pradesh
9367,13411
9368, 1165  
9369,71423
9370, 884  
9371,1304
9372, 24  
9373,14
9374,Jammu and Kashmir
9375,18064
9376, 1071  
9377,138184
9378, 944  
9379,2126
9380, 15  
9381,15
9382,Jharkhand
9383,45592
9384, 2177  
9385,148364
9386, 2865  
9387,1888
9388, 110  
9389,16
9390,Karnataka
9391,234502
9392, 20172  
9393,1055612
9394, 9058  
9395,14283
9396, 208  
9397,17
9398,Kerala
9399,198904
9400, 19593  
9401,1173202
9402, 7067  
9403,5080
9404, 25  
9405,18
9406,Ladakh
9407,1972
9408, 62  
9409,11129
9410, 209  
9411,136
9412, 1  
9413,19
9414,Lakshadweep
9415,1044
9416, 124  
9417,917
9418, 33  
9419,1
9420,  
9421,20
9422,Madhya Pradesh
9423,89363
9424, 1723  
9425,391299
9426, 11091  
9427,5041
9428, 104  
9429,21
9430,Maharashtra
9431,696298
9432, 2666  
9433,3468610
9434, 63818  
9435,63928
9436, 676  
9437,22
9438,Manipur
9439,705
9440, 115  
9441,29193
9442, 13  
9443,383
9444, 2  
9445,23
9446,Meghalaya
9447,1244
9448, 6  
9449,14384
9450, 148  
9451,158
9452, 1  
9453,24
9454,Mizoram
9455,712
9456, 68  
9457,4663
9458, 36  
9459,13
9460, 1  
9461,25
9462,Nagaland
9463,558
9464, 101  
9465,12350
9466, 12  
9467,95
9468, 1  
9469,26
9470,Odisha
9471,39893
9472, 3175  
9473,359467
9474, 3464  
9475,1981
9476, 8  
9477,27
9478,Puducherry
9479,6767
9480, 437  
9481,44767
9482, 453  
9483,737
9484, 9  
9485,28
9486,Punjab
9487,46565
9488, 2622  
9489,277189
9490, 2949  
9491,8356
9492, 92  
9493,29
9494,Rajasthan
9495,127616
9496, 10322  
9497,367485
9498, 4959  
9499,3527
9500, 74  
9501,30
9502,Sikkim
9503,798
9504, 105  
9505,6223
9506, 16  
9507,137
9508,  
9509,31
9510,Tamil Nadu
9511,100668
9512, 5620  
9513,952186
9514, 9142  
9515,13475
9516, 80  
9517,32
9518,Telengana
9519,62929
9520, 4781  
9521,330304
9522, 3307  
9523,1999
9524, 38  
9525,33
9526,Tripura
9527,727
9528, 82  
9529,33408
9530, 18  
9531,394
9532,  
9533,34
9534,Uttarakhand
9535,33330
9536, 3381  
9537,112001
9538, 1622  
9539,2102
9540, 81  
9541,35
9542,Uttar Pradesh
9543,288144
9544, 14491  
9545,752211
9546, 23231  
9547,10959
9548, 222  
9549,36
9550,West Bengal
9551,81375
9552, 6638  
9553,635802
9554, 7584  
9555,10884
9556, 59  
9557,Total#
9558, 2682751
9559, 129811  
9560,14085110
9561,  217113  
9562,192311
9563, 2767 
9564,*(Including foreign Nationals)
9565,**( more than 70% cases due to comorbidities )
9566,#States wise distribution is subject to further verification and reconciliation
9567,#Our figures are being reconciled with ICMR
9568,1
9569,Andaman and Nicobar Islands
9570,138
9571, 8  
9572,5410
9573, 52  
9574,66
9575, 1  
9576,2
9577,Andhra Pradesh
9578,81471
9579, 7240  
9580,931839
9581, 4421  
9582,7616
9583, 37  
9584,3
9585,Arunachal Pradesh
9586,550
9587, 97  
9588,16940
9589, 19  
9590,56
9591,  
9592,4
9593,Assam
9594,15545
9595, 1603  
9596,218958
9597, 619  
9598,1186
9599, 14  
9600,5
9601,Bihar
9602,81961
9603, 5541  
9604,306753
9605, 6741  
9606,2087
9607, 77  
9608,6
9609,Chandigarh
9610,4902
9611, 280  
9612,32608
9613, 428  
9614,433
9615, 3  
9616,7
9617,Chhattisgarh
9618,122963
9619, 516  
9620,509622
9621, 17029  
9622,7111
9623, 218  
9624,8
9625,Dadra and Nagar Haveli and Daman and Diu
9626,1904
9627, 119  
9628,4471
9629, 118  
9630,4
9631,  
9632,9
9633,Delhi
9634,93080
9635, 1051  
9636,897804
9637, 22695  
9638,13898
9639, 357  
9640,10
9641,Goa
9642,12078
9643, 1038  
9644,62113
9645, 485  
9646,993
9647, 17  
9648,11
9649,Gujarat
9650,107594
9651, 7466  
9652,367972
9653, 6479  
9654,6171
9655, 152  
9656,12
9657,Haryana
9658,69384
9659, 5327  
9660,340247
9661, 5104  
9662,3703
9663, 60  
9664,13
9665,Himachal Pradesh
9666,13411
9667, 1165  
9668,71423
9669, 884  
9670,1304
9671, 24  
9672,14
9673,Jammu and Kashmir
9674,18064
9675, 1071  
9676,138184
9677, 944  
9678,2126
9679, 15  
9680,15
9681,Jharkhand
9682,45592
9683, 2177  
9684,148364
9685, 2865  
9686,1888
9687, 110  
9688,16
9689,Karnataka
9690,234502
9691, 20172  
9692,1055612
9693, 9058  
9694,14283
9695, 208  
9696,17
9697,Kerala
9698,198904
9699, 19593  
9700,1173202
9701, 7067  
9702,5080
9703, 25  
9704,18
9705,Ladakh
9706,1972
9707, 62  
9708,11129
9709, 209  
9710,136
9711, 1  
9712,19
9713,Lakshadweep
9714,1044
9715, 124  
9716,917
9717, 33  
9718,1
9719,  
9720,20
9721,Madhya Pradesh
9722,89363
9723, 1723  
9724,391299
9725, 11091  
9726,5041
9727, 104  
9728,21
9729,Maharashtra
9730,696298
9731, 2666  
9732,3468610
9733, 63818  
9734,63928
9735, 676  
9736,22
9737,Manipur
9738,705
9739, 115  
9740,29193
9741, 13  
9742,383
9743, 2  
9744,23
9745,Meghalaya
9746,1244
9747, 6  
9748,14384
9749, 148  
9750,158
9751, 1  
9752,24
9753,Mizoram
9754,712
9755, 68  
9756,4663
9757, 36  
9758,13
9759, 1  
9760,25
9761,Nagaland
9762,558
9763, 101  
9764,12350
9765, 12  
9766,95
9767, 1  
9768,26
9769,Odisha
9770,39893
9771, 3175  
9772,359467
9773, 3464  
9774,1981
9775, 8  
9776,27
9777,Puducherry
9778,6767
9779, 437  
9780,44767
9781, 453  
9782,737
9783, 9  
9784,28
9785,Punjab
9786,46565
9787, 2622  
9788,277189
9789, 2949  
9790,8356
9791, 92  
9792,29
9793,Rajasthan
9794,127616
9795, 10322  
9796,367485
9797, 4959  
9798,3527
9799, 74  
9800,30
9801,Sikkim
9802,798
9803, 105  
9804,6223
9805, 16  
9806,137
9807,  
9808,31
9809,Tamil Nadu
9810,100668
9811, 5620  
9812,952186
9813, 9142  
9814,13475
9815, 80  
9816,32
9817,Telengana
9818,62929
9819, 4781  
9820,330304
9821, 3307  
9822,1999
9823, 38  
9824,33
9825,Tripura
9826,727
9827, 82  
9828,33408
9829, 18  
9830,394
9831,  
9832,34
9833,Uttarakhand
9834,33330
9835, 3381  
9836,112001
9837, 1622  
9838,2102
9839, 81  
9840,35
9841,Uttar Pradesh
9842,288144
9843, 14491  
9844,752211
9845, 23231  
9846,10959
9847, 222  
9848,36
9849,West Bengal
9850,81375
9851, 6638  
9852,635802
9853, 7584  
9854,10884
9855, 59  
9856,Total#
9857, 2682751
9858, 129811  
9859,14085110
9860,  217113  
9861,192311
9862, 2767 
9863,*(Including foreign Nationals)
9864,**( more than 70% cases due to comorbidities )
9865,#States wise distribution is subject to further verification and reconciliation
9866,#Our figures are being reconciled with ICMR
9867,1
9868,Andaman and Nicobar Islands
9869,138
9870, 8  
9871,5410
9872, 52  
9873,66
9874, 1  
9875,2
9876,Andhra Pradesh
9877,81471
9878, 7240  
9879,931839
9880, 4421  
9881,7616
9882, 37  
9883,3
9884,Arunachal Pradesh
9885,550
9886, 97  
9887,16940
9888, 19  
9889,56
9890,  
9891,4
9892,Assam
9893,15545
9894, 1603  
9895,218958
9896, 619  
9897,1186
9898, 14  
9899,5
9900,Bihar
9901,81961
9902, 5541  
9903,306753
9904, 6741  
9905,2087
9906, 77  
9907,6
9908,Chandigarh
9909,4902
9910, 280  
9911,32608
9912, 428  
9913,433
9914, 3  
9915,7
9916,Chhattisgarh
9917,122963
9918, 516  
9919,509622
9920, 17029  
9921,7111
9922, 218  
9923,8
9924,Dadra and Nagar Haveli and Daman and Diu
9925,1904
9926, 119  
9927,4471
9928, 118  
9929,4
9930,  
9931,9
9932,Delhi
9933,93080
9934, 1051  
9935,897804
9936, 22695  
9937,13898
9938, 357  
9939,10
9940,Goa
9941,12078
9942, 1038  
9943,62113
9944, 485  
9945,993
9946, 17  
9947,11
9948,Gujarat
9949,107594
9950, 7466  
9951,367972
9952, 6479  
9953,6171
9954, 152  
9955,12
9956,Haryana
9957,69384
9958, 5327  
9959,340247
9960, 5104  
9961,3703
9962, 60  
9963,13
9964,Himachal Pradesh
9965,13411
9966, 1165  
9967,71423
9968, 884  
9969,1304
9970, 24  
9971,14
9972,Jammu and Kashmir
9973,18064
9974, 1071  
9975,138184
9976, 944  
9977,2126
9978, 15  
9979,15
9980,Jharkhand
9981,45592
9982, 2177  
9983,148364
9984, 2865  
9985,1888
9986, 110  
9987,16
9988,Karnataka
9989,234502
9990, 20172  
9991,1055612
9992, 9058  
9993,14283
9994, 208  
9995,17
9996,Kerala
9997,198904
9998, 19593  
9999,1173202
10000, 7067  
10001,5080
10002, 25  
10003,18
10004,Ladakh
10005,1972
10006, 62  
10007,11129
10008, 209  
10009,136
10010, 1  
10011,19
10012,Lakshadweep
10013,1044
10014, 124  
10015,917
10016, 33  
10017,1
10018,  
10019,20
10020,Madhya Pradesh
10021,89363
10022, 1723  
10023,391299
10024, 11091  
10025,5041
10026, 104  
10027,21
10028,Maharashtra
10029,696298
10030, 2666  
10031,3468610
10032, 63818  
10033,63928
10034, 676  
10035,22
10036,Manipur
10037,705
10038, 115  
10039,29193
10040, 13  
10041,383
10042, 2  
10043,23
10044,Meghalaya
10045,1244
10046, 6  
10047,14384
10048, 148  
10049,158
10050, 1  
10051,24
10052,Mizoram
10053,712
10054, 68  
10055,4663
10056, 36  
10057,13
10058, 1  
10059,25
10060,Nagaland
10061,558
10062, 101  
10063,12350
10064, 12  
10065,95
10066, 1  
10067,26
10068,Odisha
10069,39893
10070, 3175  
10071,359467
10072, 3464  
10073,1981
10074, 8  
10075,27
10076,Puducherry
10077,6767
10078, 437  
10079,44767
10080, 453  
10081,737
10082, 9  
10083,28
10084,Punjab
10085,46565
10086, 2622  
